Interval = 1 sec ,,,,,,,,,,,
SEQ, TEMPERATURE(0.01 degreeC), HUMIDITY(0.01), AMBIENT LIGHT, BAROMETRIC PRESSURE, SOUND NOISE, eTVOC, eCO2, FLAGnotburn,FLAGburn, FLAGnotburn,FLAGburn
151,3007,5590,104,997538,8056,183,1517,1,0,1,0
152,3005,5591,104,997536,8017,183,1517,1,0,1,0
153,3004,5593,104,997538,8393,183,1517,1,0,1,0
154,3003,5593,104,997542,8112,183,1517,1,0,1,0
155,3004,5598,104,997545,7970,183,1517,1,0,1,0
156,3004,5601,104,997547,8049,187,1524,1,0,1,0
157,3003,5609,106,997543,8197,187,1524,1,0,1,0
158,3001,5627,108,997538,8179,183,1517,1,0,1,0
159,2999,5645,110,997541,8213,187,1524,1,0,1,0
160,2997,5669,113,997541,8084,183,1517,1,0,1,0
161,2995,5695,117,997540,8080,179,1512,1,0,1,0
162,2996,5710,117,997537,8171,179,1512,1,0,1,0
163,2995,5718,117,997540,8179,182,1516,1,0,1,0
164,2994,5716,115,997542,8124,177,1508,1,0,1,0
165,2993,5709,115,997544,8183,182,1516,1,0,1,0
166,2992,5698,122,997545,8154,182,1516,1,0,1,0
167,2991,5692,124,997545,8141,182,1516,1,0,1,0
168,2990,5687,124,997545,8094,177,1508,1,0,1,0
169,2990,5680,122,997547,8165,177,1508,1,0,1,0
170,2989,5680,122,997548,8148,177,1508,1,0,1,0
171,2987,5683,119,997547,8059,177,1508,1,0,1,0
172,2987,5702,115,997548,8186,171,1499,1,0,1,0
173,2986,5753,115,997553,8110,164,1478,1,0,1,0
174,2986,5833,115,997560,8095,157,1436,1,0,1,0
175,2989,5935,117,997562,8138,148,1372,1,0,1,0
176,2990,6045,117,997568,8187,139,1313,1,0,1,0
177,2992,6146,119,997570,8172,126,1231,1,0,1,0
178,2995,6233,122,997570,8160,120,1191,1,0,1,0
179,2995,6307,124,997566,8062,113,1147,1,0,1,0
180,2995,6367,126,997569,8150,110,1128,1,0,1,0
181,2996,6414,126,997572,8089,103,1081,1,0,1,0
182,2996,6447,126,997573,8043,99,1056,1,0,1,0
183,2998,6464,128,997568,8091,98,1047,1,0,1,0
184,2998,6468,128,997566,8111,97,1041,1,0,1,0
185,3000,6461,119,997560,8284,97,1041,1,0,1,0
186,3000,6454,110,997564,8145,94,1019,1,0,1,0
187,3000,6454,92,997569,8196,92,1007,1,0,1,0
188,3001,6460,104,997564,8038,89,990,1,0,1,0
189,3003,6466,119,997561,8251,92,1007,1,0,1,0
190,3005,6468,128,997566,8431,89,990,1,0,1,0
191,3006,6471,131,997566,8462,89,990,1,0,1,0
192,3007,6468,131,997571,8187,89,990,1,0,1,0
193,3007,6453,131,997571,8584,92,1007,1,0,1,0
194,3008,6413,131,997564,8696,97,1041,1,0,1,0
195,3010,6356,131,997562,8753,99,1053,1,0,1,0
196,3015,6279,131,997561,8836,100,1060,1,0,1,0
197,3016,6201,131,997557,8753,106,1102,1,0,1,0
198,3019,6145,131,997553,8816,108,1113,1,0,1,0
199,3021,6104,128,997547,8886,112,1137,1,0,1,0
200,3021,6084,128,997546,8920,113,1147,1,0,1,0
201,3024,6075,128,997551,8869,115,1159,1,0,1,0
202,3026,6080,128,997554,8553,115,1159,1,0,1,0
203,3027,6098,128,997552,8515,112,1137,1,0,1,0
204,3029,6110,128,997554,8399,100,1062,1,0,1,0
205,3029,6122,128,997555,8602,100,1062,1,0,1,0
206,3029,6112,128,997557,8530,97,1041,1,0,1,0
207,3033,6068,126,997558,9264,105,1090,1,0,1,0
208,3034,6019,124,997551,8507,105,1090,1,0,1,0
209,3036,5953,106,997552,8302,108,1113,1,0,1,0
210,3039,5891,110,997554,8300,113,1147,1,0,1,0
211,3039,5845,85,997551,8265,118,1178,1,0,1,0
212,3042,5800,79,997552,8411,120,1191,1,0,1,0
213,3044,5766,85,997553,8317,122,1201,1,0,1,0
214,3045,5729,101,997547,8320,126,1231,1,0,1,0
215,3046,5686,104,997544,8389,132,1270,1,0,1,0
216,3044,5647,104,997547,9055,137,1302,1,0,1,0
217,3044,5612,99,997548,8774,134,1285,1,0,1,0
218,3042,5607,99,997547,8645,136,1295,1,0,1,0
219,3041,5630,99,997550,8336,139,1313,1,0,1,0
220,3041,5662,106,997550,8684,139,1313,1,0,1,0
221,3042,5698,110,997554,9281,132,1270,1,0,1,0
222,3044,5732,113,997558,9604,132,1270,1,0,1,0
223,3044,5761,117,997556,9039,128,1245,1,0,1,0
224,3045,5799,117,997548,8405,126,1231,1,0,1,0
225,3045,5825,117,997550,8425,126,1231,1,0,1,0
226,3043,5834,119,997555,8216,121,1198,1,0,1,0
227,3044,5834,117,997552,8381,124,1215,1,0,1,0
228,3042,5838,113,997550,8616,122,1201,1,0,1,0
229,3041,5863,117,997554,8270,119,1184,1,0,1,0
230,3038,5909,104,997557,10496,119,1184,1,0,1,0
231,3037,5960,110,997557,8509,115,1159,1,0,1,0
232,3037,6004,110,997557,8416,112,1137,1,0,1,0
233,3035,6043,113,997558,8402,105,1095,1,0,1,0
234,3036,6075,115,997558,9170,105,1095,1,0,1,0
235,3036,6101,115,997555,8260,104,1086,1,0,1,0
236,3037,6116,115,997549,8069,104,1086,1,0,1,0
237,3036,6131,113,997548,8332,102,1074,1,0,1,0
238,3036,6136,113,997550,8216,100,1062,1,0,1,0
239,3033,6137,113,997551,8528,99,1050,1,0,1,0
240,3032,6130,110,997553,8240,100,1062,1,0,1,0
241,3032,6102,110,997550,8310,103,1077,1,0,1,0
242,3032,6064,104,997541,8329,103,1077,1,0,1,0
243,3031,6024,108,997541,8343,105,1090,1,0,1,0
244,3031,5994,113,997543,8419,106,1102,1,0,1,0
245,3029,5985,115,997546,8190,108,1110,1,0,1,0
246,3027,5994,119,997544,8167,108,1110,1,0,1,0
247,3028,6016,119,997537,8228,108,1110,1,0,1,0
248,3025,6051,122,997531,8517,105,1095,1,0,1,0
249,3025,6076,119,997529,8341,105,1095,1,0,1,0
250,3025,6092,119,997532,8207,108,1113,1,0,1,0
251,3027,6094,119,997535,8273,112,1137,1,0,1,0
252,3030,6088,119,997535,8305,110,1125,1,0,1,0
253,3031,6089,119,997533,8170,112,1140,1,0,1,0
254,3032,6098,119,997533,8489,110,1125,1,0,1,0
255,3031,6120,119,997529,8169,110,1125,1,0,1,0
0,3030,6146,119,997522,8227,106,1102,1,0,1,0
1,3030,6166,119,997525,8260,106,1102,1,0,1,0
2,3030,6182,117,997526,8104,103,1077,1,0,1,0
3,3030,6187,119,997532,8336,103,1077,1,0,1,0
4,3030,6184,119,997531,8168,101,1068,1,0,1,0
5,3030,6177,119,997533,8276,101,1068,1,0,1,0
6,3030,6161,119,997537,8315,101,1068,1,0,1,0
7,3030,6138,119,997534,8290,103,1077,1,0,1,0
8,3031,6116,119,997531,8418,105,1090,1,0,1,0
9,3030,6104,119,997534,8180,103,1077,1,0,1,0
10,3030,6090,119,997532,8483,106,1102,1,0,1,0
11,3030,6083,119,997533,8112,106,1102,1,0,1,0
12,3029,6075,122,997528,8153,110,1125,1,0,1,0
13,3030,6059,122,997529,8035,106,1102,1,0,1,0
14,3029,6047,122,997526,8222,112,1137,1,0,1,0
15,3027,6036,122,997522,8172,112,1137,1,0,1,0
16,3028,6016,124,997524,8262,112,1137,1,0,1,0
17,3027,5997,122,997522,8134,112,1137,1,0,1,0
18,3026,5983,122,997521,8307,116,1163,1,0,1,0
19,3027,5968,122,997518,8268,116,1163,1,0,1,0
20,3026,5968,124,997524,8640,116,1163,1,0,1,0
